%%%%%%%%%%%%%%%%%%%%
% Data-Description %
%%%%%%%%%%%%%%%%%%%%
%
%                                 Japanese vowels
% 
% Data Type
% 
%    multivariate time series.
% 
% Abstract
% 
%    This dataset records 640 time series of 12 LPC cepstrum coefficients
%    taken from nine male speakers.
% 
% Sources
% 
%     Original Owner and Donor
% 
% Mineichi Kudo, Jun Toyama, Masaru Shimbo
% [1]Information Processing Laboratory
% Division of Systems and Information Engineering
% Graduate School of Engineering
% Hokkaido University, Sapporo 060-8628, JAPAN
% {[2]mine,[3]jun,[4]shimbo}@main.eng.hokudai.ac.jp
% 
%    Date Donated: June 13, 2000
% 
% Data Characteristics
% 
%    The data was collected for examining our newly developed classifier
%    for multidimensional curves (multidimensional time series). Nine male
%    speakers uttered two Japanese vowels /ae/ successively. For each
%    utterance, with the analysis parameters described below, we applied
%    12-degree linear prediction analysis to it to obtain a discrete-time
%    series with 12 LPC cepstrum coefficients. This means that one
%    utterance by a speaker forms a time series whose length is in the
%    range 7-29 and each point of a time series is of 12 features (12
%    coefficients).
% 
%    The number of the time series is 640 in total. We used one set of 270
%    time series for training and the other set of 370 time series for
%    testing.
% 
%     Number of Instances (Utterances)
% 
%      * Training: 270 (30 utterances by 9 speakers. See file
%        'size_ae.train'.)
%      * Testing: 370 (24-88 utterances by the same 9 speakers in different
%        opportunities. See file 'size_ae.test'.)
% 
%     Length of Time Series
% 
%      * 7 - 29 depending on utterances
% 
%     Number of Attributes
% 
%      * 12 real values
% 
%     Analysis parameters
% 
%      * Sampling rate : 10kHz
%      * Frame length : 25.6 ms
%      * Shift length : 6.4ms
%      * Degree of LPC coefficients : 12
% 
% Data Format
% 
%     Files
% 
%      * Training file: ae.train
%      * Testing file: ae.test
% 
%     Format
% 
%    Each line in ae.train or ae.test represents 12 LPC coefficients in the
%    increasing order separated by spaces. This corresponds to one analysis
%    frame.
% 
%    Lines are organized into blocks, which are a set of 7-29 lines
%    separated by blank lines and corresponds to a single speech utterance
%    of /ae/ with 7-29 frames.
% 
%    Each speaker is a set of consecutive blocks. In ae.train there are 30
%    blocks for each speaker. Blocks 1-30 represent speaker 1, blocks 31-60
%    represent speaker 2, and so on up to speaker 9. In ae.test, speakers 1
%    to 9 have the corresponding number of blocks: 31 35 88 44 29 24 40 50
%    29. Thus, blocks 1-31 represent speaker 1 (31 utterances of /ae/),
%    blocks 32-66 represent speaker 2 (35 utterances of /ae/), and so on.
% 
% Past Usage
% 
%    M. Kudo, J. Toyama and M. Shimbo. (1999). "Multidimensional Curve
%    Classification Using Passing-Through Regions". Pattern Recognition
%    Letters, Vol. 20, No. 11--13, pages 1103--1111.
% 
% Acknowledgements, Copyright Information, and Availability
% 
%    If you publish any work using the dataset, please inform the donor.
%    Use for commercial purposes requires donor permission.
% 
% References and Further Information
% 
%    Similar data are available for different utterances /ei/, /iu/, /uo/,
%    /oa/ in addition to /ae/. Please contact the donor if you are
%    interested in using this data.
%      _________________________________________________________________
% 
% 
%     [5]The UCI KDD Archive
%     [6]Information and Computer Science
%     [7]University of California, Irvine
%     Irvine, CA 92697-3425
% 
%    Last modified: June 14, 2000
% 
% References
% 
%    1. http://ips9.main.eng.hokudai.ac.jp/index_e.html
%    2. mailto:mine@main.eng.hokudai.ac.jp
%    3. mailto:jun@main.eng.hokudai.ac.jp
%    4. mailto:shimbo@main.eng.hokudai.ac.jp
%    5. http://kdd.ics.uci.edu/
%    6. http://www.ics.uci.edu/
%    7. http://www.uci.edu/
%%%%%%%%%%%%%%%%%%%%
% Task-Description %
%%%%%%%%%%%%%%%%%%%%
%                                 Japanese vowels
% 
% Task Type
% 
%    classification, speaker identification
% 
% Sources
% 
%     Original Owner and Donor
% 
% Mineichi Kudo, Jun Toyama, Masaru Shimbo
% [1]Information Processing Laboratory
% Division of Systems and Information Engineering
% Graduate School of Engineering
% Hokkaido University, Sapporo 060-8628, JAPAN
% {[2]mine,[3]jun,[4]shimbo}@main.eng.hokudai.ac.jp
% 
%    Date Donated: June 13, 2000
% 
% Problem Description
% 
%    Distinguish nine male speakers by their utterances of two Japanese
%    vowels /ae/.
% 
% Other Relevant Information
% 
%    The training file 'ae.train' was used for constructing the classifier
%    and the test file 'ae.test' was used for obtaining the generalization
%    classification rate.
% 
% Results
% 
%    Results for this dataset are reported in:
% 
%    M. Kudo, J. Toyama and M. Shimbo. (1999). "Multidimensional Curve
%    Classification Using Passing-Through Regions". Pattern Recognition
%    Letters, Vol. 20, No. 11--13, pages 1103--1111.
% 
%    The classifier proposed in the paper showed the classification rate of
%    94.1%, while, a 5-state continuous Hidden Markov Model attained up to
%    96.2%. However, the proposed classifier was shown in the paper to be
%    able to handle a great variety of datasets. In addition, the
%    classifier helps people to have some intuition about what the obtained
%    classification rule is and how the rule will work.
%      _________________________________________________________________
% 
% 
%     [5]The UCI KDD Archive
%     [6]Information and Computer Science
%     [7]University of California, Irvine
%     Irvine, CA 92697-3425
% 
%    Last modified: June 30, 1999
% 
% References
% 
%    1. http://ips9.main.eng.hokudai.ac.jp/index_e.html
%    2. mailto:mine@main.eng.hokudai.ac.jp
%    3. mailto:jun@main.eng.hokudai.ac.jp
%    4. mailto:shimbo@main.eng.hokudai.ac.jp
%    5. http://kdd.ics.uci.edu/
%    6. http://www.ics.uci.edu/
%    7. http://www.uci.edu/
%
% Information about the dataset
% CLASSTYPE: nominal
% CLASSINDEX: first
%

@relation JapaneseVowels

@attribute speaker {1,2,3,4,5,6,7,8,9}
@attribute utterance INTEGER
@attribute frame INTEGER
@attribute coefficient1 REAL
@attribute coefficient2 REAL
@attribute coefficient3 REAL
@attribute coefficient4 REAL
@attribute coefficient5 REAL
@attribute coefficient6 REAL
@attribute coefficient7 REAL
@attribute coefficient8 REAL
@attribute coefficient9 REAL
@attribute coefficient10 REAL
@attribute coefficient11 REAL
@attribute coefficient12 REAL

@data
1,1,1,1.860936,-0.207383,0.261557,-0.214562,-0.171253,-0.118167,-0.277557,0.025668,0.126701,-0.306756,-0.213076,0.088728
1,1,2,1.891651,-0.193249,0.235363,-0.249118,-0.112890,-0.112238,-0.311997,-0.027122,0.171457,-0.289431,-0.247722,0.093011
1,1,3,1.939205,-0.239664,0.258561,-0.291458,-0.041053,-0.102034,-0.383300,0.019013,0.169510,-0.314894,-0.227908,0.074638
1,1,4,1.717517,-0.218572,0.217119,-0.228186,-0.018608,-0.137624,-0.403318,-0.009643,0.164607,-0.323267,-0.210105,0.098098
1,1,5,1.741191,-0.279891,0.196583,-0.236377,-0.032012,-0.090612,-0.363134,-0.012571,0.124298,-0.351171,-0.216545,0.113899
1,1,6,1.684695,-0.311977,0.195453,-0.231970,-0.068670,-0.003822,-0.341940,-0.008826,0.085097,-0.364329,-0.204794,0.101838
1,1,7,1.637373,-0.336227,0.152766,-0.223842,-0.026278,-0.009157,-0.363866,-0.003117,0.055479,-0.358107,-0.181643,0.082056
1,1,8,1.643283,-0.349773,0.131553,-0.154519,-0.035292,0.023719,-0.381399,-0.021189,0.020397,-0.340491,-0.156417,0.080884
1,1,9,1.607030,-0.382745,0.179038,-0.115949,-0.060406,0.057800,-0.364642,-0.069230,-0.019788,-0.355996,-0.115129,0.131928
1,1,10,1.617907,-0.527367,0.179878,-0.083292,0.031747,0.081424,-0.418227,-0.081175,-0.022385,-0.337660,-0.103184,0.102266
1,1,11,1.510350,-0.548025,0.131930,-0.028036,0.104782,0.092027,-0.416792,-0.120635,-0.056442,-0.308850,-0.099587,0.103529
1,1,12,1.371225,-0.470988,0.043163,0.019166,0.165104,0.095890,-0.416692,-0.159574,-0.078847,-0.326813,-0.073882,0.141055
1,1,13,1.299045,-0.495095,0.029375,0.026418,0.218288,0.075750,-0.374873,-0.191542,-0.103774,-0.322266,-0.066122,0.130722
1,1,14,1.221498,-0.500080,-0.002802,0.095565,0.226836,0.055463,-0.374477,-0.233165,-0.064838,-0.296219,-0.075885,0.091973
1,1,15,1.181849,-0.496439,-0.075193,0.167288,0.294219,0.009977,-0.400300,-0.233576,-0.067197,-0.236504,-0.096844,0.010373
1,1,16,1.161630,-0.481933,-0.052291,0.156674,0.361226,-0.029372,-0.439398,-0.153779,-0.144769,-0.214368,-0.068804,-0.041047
1,1,17,1.194990,-0.510964,0.065827,0.175791,0.353618,-0.066702,-0.483034,-0.061150,-0.196565,-0.220477,-0.027920,-0.085436
1,1,18,1.264847,-0.564878,0.162907,0.186745,0.356860,-0.103597,-0.477584,-0.036123,-0.218547,-0.204974,-0.019119,-0.136857
1,1,19,1.250698,-0.612291,0.205701,0.211003,0.369712,-0.135327,-0.511918,-0.008747,-0.203637,-0.212982,-0.023570,-0.170498
1,1,20,1.261441,-0.638350,0.217443,0.263384,0.391115,-0.176897,-0.510697,0.020526,-0.217709,-0.219071,-0.033314,-0.175986
1,2,1,1.303905,0.067256,0.597720,-0.271474,-0.236808,-0.411125,-0.014826,0.113175,-0.058230,-0.173138,0.093058,0.099247
1,2,2,1.288280,0.018672,0.631579,-0.355112,-0.119216,-0.434425,-0.078036,0.178121,-0.106430,-0.181910,0.093031,0.099183
1,2,3,1.332021,-0.058744,0.601928,-0.347913,-0.053463,-0.421753,-0.028479,0.145073,-0.159488,-0.127751,0.019092,0.113546
1,2,4,1.436550,-0.206565,0.641775,-0.391073,-0.103646,-0.227374,-0.070016,0.138611,-0.125229,-0.182744,-0.021516,0.065927
1,2,5,1.510069,-0.308880,0.614297,-0.283639,-0.178763,-0.267168,-0.034630,0.160095,-0.098749,-0.220531,-0.061329,0.093640
1,2,6,1.492324,-0.413803,0.583179,-0.197519,-0.242376,-0.234510,-0.026315,0.178486,-0.122120,-0.256385,-0.038403,0.064470
1,2,7,1.731416,-0.615714,0.624905,-0.241347,-0.158116,-0.186760,-0.015460,0.092420,-0.203755,-0.186200,-0.100484,0.045003
1,2,8,1.655716,-0.489726,0.366389,-0.183851,-0.018003,-0.252819,0.069039,0.018740,-0.180031,-0.136580,-0.245750,0.052947
1,2,9,1.560145,-0.309991,0.107469,0.015034,-0.041910,-0.217401,0.067056,0.009260,-0.163025,-0.229586,-0.177976,0.038727
1,2,10,1.981364,-0.630689,0.261975,-0.046982,0.076403,-0.257617,-0.015961,0.017001,-0.232117,-0.217084,-0.192819,0.089435
1,2,11,1.640630,-0.471932,0.091516,0.061063,0.165614,-0.212629,-0.046723,-0.034998,-0.210997,-0.221234,-0.175446,0.072476
1,2,12,1.591455,-0.471778,0.125782,0.048809,0.250247,-0.188473,-0.121802,0.001121,-0.280562,-0.177655,-0.119400,0.011129
1,2,13,1.582411,-0.507225,0.278858,-0.058031,0.287280,-0.155876,-0.104452,-0.085458,-0.320138,-0.125466,-0.101151,0.049713
1,2,14,1.541301,-0.530376,0.363522,-0.087405,0.251401,-0.116625,-0.047080,-0.164929,-0.350866,-0.086459,-0.096591,0.082467
1,2,15,1.592347,-0.596831,0.390010,-0.012749,0.198339,-0.130853,0.035449,-0.209978,-0.387018,-0.056789,-0.094819,0.086401
1,2,16,1.674087,-0.659717,0.380170,0.048824,0.221404,-0.180924,0.021967,-0.235745,-0.321056,-0.098248,-0.162255,0.202347
1,2,17,1.681482,-0.614351,0.381238,0.043964,0.279883,-0.193816,-0.012821,-0.211565,-0.302557,-0.136598,-0.173016,0.248909
1,2,18,1.647909,-0.658696,0.511363,-0.029780,0.314603,-0.159430,-0.057186,-0.127571,-0.380802,-0.091613,-0.143742,0.154534
1,2,19,1.570202,-0.665777,0.478356,0.003514,0.288000,-0.130158,-0.056077,-0.119485,-0.359916,-0.091910,-0.135773,0.076777
1,2,20,1.612420,-0.606990,0.416774,0.050611,0.240540,-0.081760,-0.047219,-0.173372,-0.269674,-0.118128,-0.176121,0.075934
